,db_path,generated_sql,gold_sql,question,isCorrect
59,spider_data/database/student_assessment/student_assessment.sqlite,"<final_answer> SELECT student_id FROM Student_Course_Registrations GROUP BY student_id ORDER BY COUNT(*) ASC LIMIT 1; </final_answer>
Execution failed on sql '<final_answer> SELECT student_id FROM Student_Course_Registrations GROUP BY student_id ORDER BY COUNT(*) ASC LIMIT 1; </final_answer>': near ""<"": syntax error",SELECT student_id FROM student_course_registrations GROUP BY student_id ORDER BY count(*) LIMIT 1,What are the ids of the students who registered for some courses but had the least number of courses for all students?,False
60,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT first_name, last_name FROM People WHERE person_id IN (SELECT candidate_id FROM Candidates);","SELECT T2.first_name ,  T2.last_name FROM candidates AS T1 JOIN people AS T2 ON T1.candidate_id = T2.person_id",what are the first name and last name of all candidates?,True
61,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT first_name, last_name FROM People WHERE person_id IN (SELECT person_id FROM Candidates);","SELECT T2.first_name ,  T2.last_name FROM candidates AS T1 JOIN people AS T2 ON T1.candidate_id = T2.person_id",What are the first and last names of all the candidates?,True
62,spider_data/database/student_assessment/student_assessment.sqlite,SELECT student_id FROM Students WHERE student_id NOT IN (SELECT student_id FROM Student_Course_Attendance),SELECT student_id FROM students WHERE student_id NOT IN (SELECT student_id FROM student_course_attendance),List the id of students who never attends courses?,True
63,spider_data/database/student_assessment/student_assessment.sqlite,SELECT student_id FROM Students WHERE student_id NOT IN (SELECT student_id FROM Student_Course_Attendance),SELECT student_id FROM students WHERE student_id NOT IN (SELECT student_id FROM student_course_attendance),What are the  ids of every student who has never attended a course?,True
64,spider_data/database/student_assessment/student_assessment.sqlite,SELECT student_id FROM Student_Course_Attendance;,SELECT student_id FROM student_course_attendance,List the id of students who attended some courses?,True
65,spider_data/database/student_assessment/student_assessment.sqlite,SELECT student_id FROM Student_Course_Attendance,SELECT student_id FROM student_course_attendance,What are the ids of all students who have attended at least one course?,True
66,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT sc.student_id, c.course_name FROM Students s JOIN Student_Course_Registrations scr ON s.student_id = scr.student_id JOIN Courses c ON scr.course_id = c.course_id;
Execution failed on sql 'SELECT sc.student_id, c.course_name FROM Students s JOIN Student_Course_Registrations scr ON s.student_id = scr.student_id JOIN Courses c ON scr.course_id = c.course_id;': no such column: sc.student_id","SELECT T1.student_id ,  T2.course_name FROM student_course_registrations AS T1 JOIN courses AS T2 ON T1.course_id = T2.course_id",What are the ids of all students for courses and what are the names of those courses?,False
67,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT p.first_name, p.middle_name, p.last_name, s.student_details FROM People p JOIN Students s ON p.person_id = s.student_id JOIN Student_Course_Registrations scr ON s.student_id = scr.student_id ORDER BY scr.registration_date DESC LIMIT 1;",SELECT T2.student_details FROM student_course_registrations AS T1 JOIN students AS T2 ON T1.student_id = T2.student_id ORDER BY T1.registration_date DESC LIMIT 1,What is detail of the student who most recently registered course?,False
68,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT P.first_name, P.middle_name, P.last_name, S.student_details, C.course_name, R.registration_date FROM People AS P JOIN Students AS S ON P.person_id = S.student_id JOIN Student_Course_Registrations AS R ON S.student_id = R.student_id JOIN Courses AS C ON R.course_id = C.course_id ORDER BY R.registration_date DESC LIMIT 1;",SELECT T2.student_details FROM student_course_registrations AS T1 JOIN students AS T2 ON T1.student_id = T2.student_id ORDER BY T1.registration_date DESC LIMIT 1,What details do we have on the students who registered for courses most recently?,False
69,spider_data/database/student_assessment/student_assessment.sqlite,SELECT COUNT(*) FROM Student_Course_Attendance WHERE course_id = (SELECT course_id FROM Courses WHERE course_name = 'English'),"SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""English""",How many students attend course English?,True
70,spider_data/database/student_assessment/student_assessment.sqlite,SELECT COUNT(*) FROM Student_Course_Attendance WHERE course_id = (SELECT course_id FROM Courses WHERE course_name = 'English');,"SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""English""",How many students are attending English courses?,True
71,spider_data/database/student_assessment/student_assessment.sqlite,SELECT COUNT(*) FROM Student_Course_Attendance WHERE student_id = 171;,SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T2.student_id = 171,How many courses do the student whose id is 171 attend?,True
72,spider_data/database/student_assessment/student_assessment.sqlite,SELECT COUNT(*) FROM Student_Course_Attendance WHERE student_id = 171;,SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T2.student_id = 171,How many courses does the student with id 171 actually attend?,True
73,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT candidate_id FROM People WHERE email_address = 'stanley.monahan@example.org'
Execution failed on sql 'SELECT candidate_id FROM People WHERE email_address = 'stanley.monahan@example.org'': no such column: candidate_id","SELECT T2.candidate_id FROM people AS T1 JOIN candidates AS T2 ON T1.person_id = T2.candidate_id WHERE T1.email_address = ""stanley.monahan@example.org""",Find id of the candidate whose email is stanley.monahan@example.org?,False
74,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT candidate_id FROM Candidates WHERE email_address = 'stanley.monahan@example.org'; ```
Execution failed on sql 'SELECT candidate_id FROM Candidates WHERE email_address = 'stanley.monahan@example.org'; ```': no such column: email_address","SELECT T2.candidate_id FROM people AS T1 JOIN candidates AS T2 ON T1.person_id = T2.candidate_id WHERE T1.email_address = ""stanley.monahan@example.org""",What is the id of the candidate whose email is stanley.monahan@example.org?,False
75,spider_data/database/student_assessment/student_assessment.sqlite,SELECT candidate_id FROM Candidate_Assessments ORDER BY assessment_date DESC LIMIT 1,SELECT candidate_id FROM candidate_assessments ORDER BY assessment_date DESC LIMIT 1,Find id of the candidate who most recently accessed the course?,True
76,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT candidate_id  FROM Candidate_Assessments  ORDER BY assessment_date DESC  LIMIT 1; ```
Execution failed on sql 'SELECT candidate_id  FROM Candidate_Assessments  ORDER BY assessment_date DESC  LIMIT 1; ```': You can only execute one statement at a time.",SELECT candidate_id FROM candidate_assessments ORDER BY assessment_date DESC LIMIT 1,What is the id of the candidate who most recently accessed the course?,False
77,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT p.first_name, p.middle_name, p.last_name, COUNT(scr.student_id) AS course_count FROM People p JOIN Students s ON p.person_id = s.student_id JOIN Student_Course_Registrations scr ON s.student_id = scr.student_id GROUP BY p.person_id ORDER BY course_count DESC LIMIT 1;",SELECT T1.student_details FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,What is detail of the student who registered the most number of courses?,False
78,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT S.student_id, P.first_name, P.middle_name, P.last_name, COUNT(CR.course_id) AS num_courses FROM Students S JOIN People P ON S.student_id = P.person_id JOIN Student_Course_Registrations CR ON S.student_id = CR.student_id GROUP BY S.student_id, P.first_name, P.middle_name, P.last_name ORDER BY num_courses DESC LIMIT 1;",SELECT T1.student_details FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,What are the details of the student who registered for the most number of courses?,False
79,spider_data/database/student_assessment/student_assessment.sqlite,"SELECT s.student_id, COUNT(sc.course_id) AS number_of_courses FROM Students s JOIN Student_Course_Registrations sc ON s.student_id = sc.student_id GROUP BY s.student_id;","SELECT T1.student_id ,  count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id",List the id of students who registered some courses and the number of their registered courses?,True
80,spider_data/database/student_assessment/student_assessment.sqlite,"<sql> SELECT Students.student_id, COUNT(Student_Course_Registrations.course_id) AS course_count FROM Students JOIN Student_Course_Registrations ON Students.student_id = Student_Course_Registrations.student_id GROUP BY Students.student_id; </sql>
Execution failed on sql '<sql> SELECT Students.student_id, COUNT(Student_Course_Registrations.course_id) AS course_count FROM Students JOIN Student_Course_Registrations ON Students.student_id = Student_Course_Registrations.student_id GROUP BY Students.student_id; </sql>': near ""<"": syntax error","SELECT T1.student_id ,  count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id","For every student who is registered for some course, how many courses are they registered for?",False
